BenchmarkCode,DateFrom,DateTo,Performance
JB12,2013-10-01,2013-10-31,4.6126173755
JB12,2013-11-01,2013-11-30,2.1493477180
JB12,2013-12-01,2013-12-31,-4.9176386609
JB12,2014-01-01,2014-01-31,0.7460813677
JB12,2014-02-01,2014-02-28,-0.5271756055
JB12,2014-03-01,2014-03-31,-2.2082040437
JB12,2014-04-01,2014-04-30,0.3225811453
JB12,2014-05-01,2014-05-31,1.6077168035
JB12,2014-06-01,2014-06-30,2.9493682707
JB12,2014-07-01,2014-07-31,-0.7131424691
JB12,2014-08-01,2014-08-31,3.7151717875
JB12,2014-09-01,2014-09-30,-0.8955230576
JB12,2014-10-01,2014-10-31,1.2048188603
JB12,2014-11-01,2014-11-30,-0.2976177696
JB12,2014-12-01,2014-12-31,-0.2985090213
JB12,2015-01-01,2015-01-31,-0.5988023565
JB12,2016-04-01,2016-04-30,4.1204820000
JB12,2016-05-01,2016-05-31,1.5389957889
JB12,2016-06-01,2016-06-30,-2.2792006038
JB12,2016-07-01,2016-07-31,-0.0932961091
JB12,2016-08-01,2016-08-31,1.0622166182
JB12,2016-09-01,2016-09-30,-2.2060513679
JB12,2016-10-01,2016-10-31,-0.0000000887
JB12,2016-11-01,2016-11-30,0.4842329792
JB12,2016-12-01,2016-12-31,-0.8227541874
JB12,2017-01-01,2017-01-31,0.3436843386
JB12,2017-02-01,2017-02-28,-1.4763192159
JB12,2017-03-01,2017-03-31,0.6952763972
JB12,2017-04-01,2017-04-30,-1.2857155016
JB12,2017-05-01,2017-05-31,-0.7115289079
JB12,2017-06-01,2017-06-30,-0.4008263528
JB12,2017-07-01,2017-07-31,-5.4878037402
JB12,2017-08-01,2017-08-31,-1.0709692034
JB12,2017-09-01,2017-09-30,1.5129766146
JB12,2017-10-01,2017-10-31,4.6126171557
JB12,2017-11-01,2017-11-30,2.1493476421
JB12,2017-12-01,2017-12-31,-4.9176381346
JB12,2018-01-01,2018-01-31,0.7460811252
JB12,2018-02-01,2018-02-28,-0.5271756055
JB12,2018-03-01,2018-03-31,-2.2082040437
JB12,2018-04-01,2018-04-30,0.3225811453
JB12,2018-05-01,2018-05-31,1.6077168035
JB12,2018-06-01,2018-06-30,2.9493682707
JB12,2018-07-01,2018-07-31,-0.7131424691
JB12,2018-08-01,2018-08-31,3.7151717875
JB12,2018-09-01,2018-09-30,-0.8955230576
JB12,2018-10-01,2018-10-31,1.2048188603
JB12,2018-11-01,2018-11-30,-0.2976177696
JB12,2018-12-01,2018-12-31,-0.2985090213
JB12,2019-01-01,2019-01-31,-0.5988023565
LIBOR3,2010-08-01,2010-08-31,-1.8899621457
LIBOR3,2010-09-01,2010-09-30,0.6421237504
LIBOR3,2010-10-01,2010-10-31,-1.2760515735
LIBOR3,2010-11-01,2010-11-30,0.6462744549
LIBOR3,2010-12-01,2010-12-31,9.4178063251
LIBOR3,2011-01-01,2011-01-31,-0.9780908931
LIBOR3,2011-02-01,2011-02-28,3.4571324904
LIBOR3,2011-03-01,2011-03-31,3.3988928223
LIBOR3,2011-04-01,2011-04-30,2.9547556618
LIBOR3,2011-05-01,2011-05-31,1.7937217300
LIBOR3,2011-06-01,2011-06-30,-0.1938343021
LIBOR3,2011-07-01,2011-07-31,8.9689260211
LIBOR3,2011-08-01,2011-08-31,6.6104988701
LIBOR3,2011-09-01,2011-09-30,-1.2158051438
LIBOR3,2011-10-01,2011-10-31,2.7999983671
LIBOR3,2011-11-01,2011-11-30,24.5734784556
LIBOR3,2011-12-01,2011-12-31,47.2128798413
LIBOR3,2012-01-01,2012-01-31,-0.0163199003
LIBOR3,2012-02-01,2012-02-29,3.3463928544
LIBOR3,2012-03-01,2012-03-31,-0.7107892862
LIBOR3,2012-04-01,2012-04-30,1.2726703512
LIBOR3,2012-05-01,2012-05-31,7.7285554546
LIBOR3,2012-06-01,2012-06-30,-4.6223398127
LIBOR3,2012-07-01,2012-07-31,16.0525906926
LIBOR3,2012-08-01,2012-08-31,10.5690961797
LIBOR3,2012-09-01,2012-09-30,1.7085039230
LIBOR3,2012-10-01,2012-10-31,3.5856948420
LIBOR3,2012-11-01,2012-11-30,5.6418768851
LIBOR3,2012-12-01,2012-12-31,6.8210276677
LIBOR3,2013-01-01,2013-01-31,3.6747536681
LIBOR3,2013-02-01,2013-02-28,2.8456546523
LIBOR3,2013-03-01,2013-03-31,8.0413536036
LIBOR3,2013-04-01,2013-04-30,1.9807556724
LIBOR3,2013-05-01,2013-05-31,3.2132585241
LIBOR3,2013-06-01,2013-06-30,7.3694235850
LIBOR3,2013-07-01,2013-07-31,0.8767146863
LIBOR3,2013-08-01,2013-08-31,0.5509082782
LIBOR3,2013-09-01,2013-09-30,1.2225113709
LIBOR3,2013-10-01,2013-10-31,3.5482695257
LIBOR3,2013-11-01,2013-11-30,7.6859578022
LIBOR3,2013-12-01,2013-12-31,13.9103663655
LIBOR3,2014-01-01,2014-01-31,4.9277568087
LIBOR3,2014-02-01,2014-02-28,13.4674348898
LIBOR3,2014-03-01,2014-03-31,14.6024926246
LIBOR3,2014-04-01,2014-04-30,2.2143394572
LIBOR3,2014-05-01,2014-05-31,-1.7643265365
LIBOR3,2014-06-01,2014-06-30,0.6246631853
LIBOR3,2014-07-01,2014-07-31,0.5484295952
LIBOR3,2014-08-01,2014-08-31,-1.1841269351
LIBOR3,2014-09-01,2014-09-30,3.3450475018
LIBOR3,2014-10-01,2014-10-31,6.6761753490
LIBOR3,2014-11-01,2014-11-30,6.9427369633
LIBOR3,2014-12-01,2014-12-31,2.6131783899
LIBOR3,2015-01-01,2015-01-31,-90.9852790870
LIBOR3,2015-02-01,2015-02-28,3.4571324904
LIBOR3,2015-03-01,2015-03-31,3.3988928223
LIBOR3,2015-04-01,2015-04-30,2.9547556618
LIBOR3,2015-05-01,2015-05-31,1.7937217300
LIBOR3,2015-06-01,2015-06-30,-0.1938343021
LIBOR3,2015-07-01,2015-07-31,8.9689260211
LIBOR3,2015-08-01,2015-08-31,6.6104988701
LIBOR3,2015-09-01,2015-09-30,-1.2158051438
LIBOR3,2015-10-01,2015-10-31,2.7999983671
LIBOR3,2015-11-01,2015-11-30,24.5734784556
LIBOR3,2015-12-01,2015-12-31,47.2128798413
LIBOR3,2016-01-01,2016-01-31,-0.0163199003
LIBOR3,2016-02-01,2016-02-29,3.3463928544
LIBOR3,2016-03-01,2016-03-31,-0.7107892862
LIBOR3,2016-04-01,2016-04-30,1.2726703512
LIBOR3,2016-05-01,2016-05-31,7.7285554546
LIBOR3,2016-06-01,2016-06-30,-4.6223398127
LIBOR3,2016-07-01,2016-07-31,16.0525906926
LIBOR3,2016-08-01,2016-08-31,10.5690961797
LIBOR3,2016-09-01,2016-09-30,1.7085039230
LIBOR3,2016-10-01,2016-10-31,3.5856948420
LIBOR3,2016-11-01,2016-11-30,5.6418768851
LIBOR3,2016-12-01,2016-12-31,6.8210276677
LIBOR3,2017-01-01,2017-01-31,3.6747536681
LIBOR3,2017-02-01,2017-02-28,2.8456546523
LIBOR3,2017-03-01,2017-03-31,8.0413536036
LIBOR3,2017-04-01,2017-04-30,1.9807556724
LIBOR3,2017-05-01,2017-05-31,3.2132585241
LIBOR3,2017-06-01,2017-06-30,7.3694235850
LIBOR3,2017-07-01,2017-07-31,0.8767146863
LIBOR3,2017-08-01,2017-08-31,0.5509082782
LIBOR3,2017-09-01,2017-09-30,1.2225113709
LIBOR3,2017-10-01,2017-10-31,3.5482695257
LIBOR3,2017-11-01,2017-11-30,7.6859578022
LIBOR3,2017-12-01,2017-12-31,13.9103663655
LIBOR3,2018-01-01,2018-01-31,4.9277568087
LIBOR3,2018-02-01,2018-02-28,13.4674348898
LIBOR3,2018-03-01,2018-03-31,14.6024926246
LIBOR3,2018-04-01,2018-04-30,2.2143394572
LIBOR3,2018-05-01,2018-05-31,-1.7643265365
LIBOR3,2018-06-01,2018-06-30,0.6246631853
LIBOR3,2018-07-01,2018-07-31,0.5484295952
LIBOR3,2018-08-01,2018-08-31,-1.1841308893
LIBOR3,2018-09-01,2018-09-30,3.3450405216
LIBOR3,2018-10-01,2018-10-31,6.6761716541
LIBOR3,2018-11-01,2018-11-30,6.9427380739
LIBOR3,2018-12-01,2018-12-31,2.6131797441
LIBOR3,2019-01-01,2019-01-31,-0.3807479604
LIBOR6,2010-08-01,2010-08-31,-0.0000001718
LIBOR6,2010-09-01,2010-09-30,0.1515618266
LIBOR6,2010-10-01,2010-10-31,-0.7566585408
LIBOR6,2010-11-01,2010-11-30,-0.5184509112
LIBOR6,2010-12-01,2010-12-31,11.2201115434
LIBOR6,2011-01-01,2011-01-31,-1.4884233458
LIBOR6,2011-02-01,2011-02-28,6.5193048952
LIBOR6,2011-03-01,2011-03-31,5.2403474608
LIBOR6,2011-04-01,2011-04-30,1.8095594470
LIBOR6,2011-05-01,2011-05-31,4.1063966124
LIBOR6,2011-06-01,2011-06-30,4.7568581167
LIBOR6,2011-07-01,2011-07-31,10.1270103788
LIBOR6,2011-08-01,2011-08-31,9.0528683786
LIBOR6,2011-09-01,2011-09-30,-0.0467938321
LIBOR6,2011-10-01,2011-10-31,3.3052420785
LIBOR6,2011-11-01,2011-11-30,19.6229505716
LIBOR6,2011-12-01,2011-12-31,28.2239725946
LIBOR6,2012-01-01,2012-01-31,1.6663714285
LIBOR6,2012-02-01,2012-02-29,2.9816910205
LIBOR6,2012-03-01,2012-03-31,1.5577379484
LIBOR6,2012-04-01,2012-04-30,0.4946062490
LIBOR6,2012-05-01,2012-05-31,9.8379713422
LIBOR6,2012-06-01,2012-06-30,-6.9429052838
LIBOR6,2012-07-01,2012-07-31,20.2943245429
LIBOR6,2012-08-01,2012-08-31,11.9456681724
LIBOR6,2012-09-01,2012-09-30,-0.3840898160
LIBOR6,2012-10-01,2012-10-31,1.3131993729
LIBOR6,2012-11-01,2012-11-30,2.6098712929
LIBOR6,2012-12-01,2012-12-31,2.2416558311
LIBOR6,2013-01-01,2013-01-31,2.2554961453
LIBOR6,2013-02-01,2013-02-28,2.0409829567
LIBOR6,2013-03-01,2013-03-31,3.5151891467
LIBOR6,2013-04-01,2013-04-30,0.2150057231
LIBOR6,2013-05-01,2013-05-31,-0.5258441243
LIBOR6,2013-06-01,2013-06-30,2.0362575858
LIBOR6,2013-07-01,2013-07-31,0.5063308895
LIBOR6,2013-08-01,2013-08-31,-0.0762887271
LIBOR6,2013-09-01,2013-09-30,3.5841774204
LIBOR6,2013-10-01,2013-10-31,4.5889777124
LIBOR6,2013-11-01,2013-11-30,5.8973657419
LIBOR6,2013-12-01,2013-12-31,10.1360914522
LIBOR6,2014-01-01,2014-01-31,7.0318500864
LIBOR6,2014-02-01,2014-02-28,13.0959961517
LIBOR6,2014-03-01,2014-03-31,10.2821789772
LIBOR6,2014-04-01,2014-04-30,2.4200752261
LIBOR6,2014-05-01,2014-05-31,-1.5128895903
LIBOR6,2014-06-01,2014-06-30,1.1116729703
LIBOR6,2014-07-01,2014-07-31,1.1694151539
LIBOR6,2014-08-01,2014-08-31,0.2027301419
LIBOR6,2014-09-01,2014-09-30,2.6916451799
LIBOR6,2014-10-01,2014-10-31,7.5368203768
LIBOR6,2014-11-01,2014-11-30,3.3748536581
LIBOR6,2014-12-01,2014-12-31,-0.6563904779
LIBOR6,2015-01-01,2015-01-31,-87.5714185315
LIBOR6,2015-02-01,2015-02-28,6.5193048952
LIBOR6,2015-03-01,2015-03-31,5.2403474608
LIBOR6,2015-04-01,2015-04-30,1.8095594470
LIBOR6,2015-05-01,2015-05-31,4.1063966124
LIBOR6,2015-06-01,2015-06-30,4.7568581167
LIBOR6,2015-07-01,2015-07-31,10.1270103788
LIBOR6,2015-08-01,2015-08-31,9.0528683786
LIBOR6,2015-09-01,2015-09-30,-0.0467938321
LIBOR6,2015-10-01,2015-10-31,3.3052420785
LIBOR6,2015-11-01,2015-11-30,19.6229505716
LIBOR6,2015-12-01,2015-12-31,28.2239725946
LIBOR6,2016-01-01,2016-01-31,1.6663714285
LIBOR6,2016-02-01,2016-02-29,2.9816910205
LIBOR6,2016-03-01,2016-03-31,1.5577379484
LIBOR6,2016-04-01,2016-04-30,0.4946062490
LIBOR6,2016-05-01,2016-05-31,9.8379713422
LIBOR6,2016-06-01,2016-06-30,-6.9429052838
LIBOR6,2016-07-01,2016-07-31,20.2943245429
LIBOR6,2016-08-01,2016-08-31,11.9456681724
LIBOR6,2016-09-01,2016-09-30,-0.3840898160
LIBOR6,2016-10-01,2016-10-31,1.3131993729
LIBOR6,2016-11-01,2016-11-30,2.6098712929
LIBOR6,2016-12-01,2016-12-31,2.2416558311
LIBOR6,2017-01-01,2017-01-31,2.2554961453
LIBOR6,2017-02-01,2017-02-28,2.0409829567
LIBOR6,2017-03-01,2017-03-31,3.5151891467
LIBOR6,2017-04-01,2017-04-30,0.2150057231
LIBOR6,2017-05-01,2017-05-31,-0.5258441243
LIBOR6,2017-06-01,2017-06-30,2.0362575858
LIBOR6,2017-07-01,2017-07-31,0.5063308895
LIBOR6,2017-08-01,2017-08-31,-0.0762887271
LIBOR6,2017-09-01,2017-09-30,3.5841774204
LIBOR6,2017-10-01,2017-10-31,4.5889777124
LIBOR6,2017-11-01,2017-11-30,5.8973657419
LIBOR6,2017-12-01,2017-12-31,10.1360914522
LIBOR6,2018-01-01,2018-01-31,7.0318500864
LIBOR6,2018-02-01,2018-02-28,13.0959961517
LIBOR6,2018-03-01,2018-03-31,10.2821789772
LIBOR6,2018-04-01,2018-04-30,2.4200752261
LIBOR6,2018-05-01,2018-05-31,-1.5128895903
LIBOR6,2018-06-01,2018-06-30,1.1116729703
LIBOR6,2018-07-01,2018-07-31,1.1694151539
LIBOR6,2018-08-01,2018-08-31,0.2027265494
LIBOR6,2018-09-01,2018-09-30,2.6916395962
LIBOR6,2018-10-01,2018-10-31,7.5368284579
LIBOR6,2018-11-01,2018-11-30,3.3748463851
LIBOR6,2018-12-01,2018-12-31,-0.6563886179
LIBOR6,2019-01-01,2019-01-31,-0.5282310932
